"R0000100","R0173600","R0214900","R0406300","R0618800","R0898500","R1144700","R1519900","R1890600","R2257700","R2445100","R2870600","R3074300","R3401000"
6450,13,5,3,5,5,4,5,7,1,1,1,1,3
6451,10,3,-5,5,3,7,5,7,5,7,7,7,7
6452,10,1,3,3,3,1,3,7,1,1,1,1,1
6453,10,5,3,5,8,8,8,8,8,8,2,1,-5
6454,10,5,1,1,1,1,1,1,1,1,1,1,1
6455,13,3,3,1,1,1,1,3,1,1,1,2,4
6456,10,1,5,2,1,3,1,1,1,1,1,1,1
6457,13,3,1,1,7,7,7,4,7,1,1,4,1
6458,10,1,7,7,7,7,7,-5,-5,-5,-5,-5,-5
6459,13,3,5,5,5,1,1,1,1,1,1,1,1
6460,10,5,5,5,5,8,8,8,8,8,-5,-5,-5
6461,13,5,3,5,5,7,1,4,5,4,4,1,1
6462,10,3,7,3,5,3,1,1,1,1,1,1,1
6463,9,7,1,1,1,1,1,1,1,1,1,2,1
6464,12,3,3,4,5,7,7,7,1,3,1,4,7
6465,10,1,3,5,1,1,1,-5,-5,-5,-5,-5,-5
6466,10,1,-5,8,3,1,1,1,1,1,1,1,1
6467,10,1,1,1,3,3,1,1,1,2,1,1,1
6468,10,5,5,5,1,3,2,1,1,1,1,2,1
6469,10,1,1,1,1,1,1,1,1,1,1,1,1
6470,13,4,1,1,1,1,1,1,1,1,1,2,1
6471,10,3,8,8,8,8,5,1,8,1,1,1,1
6472,13,3,5,5,7,7,7,7,7,4,4,1,4
6473,10,1,1,1,1,1,1,1,1,1,1,1,1
6474,13,5,5,1,1,2,3,1,3,1,4,2,1
6475,13,5,4,1,1,-5,5,3,-5,1,4,1,4
6476,10,1,1,1,3,3,3,1,-5,3,1,1,1
6477,10,7,1,1,1,1,1,1,1,1,1,1,1
6478,10,1,1,1,1,3,1,1,1,1,1,1,1
6479,10,5,1,1,1,7,5,3,-5,7,-5,7,3
6480,10,1,1,1,1,2,3,1,-5,1,1,1,1
6481,13,5,5,5,3,1,1,1,1,1,1,1,1
6482,13,7,4,7,7,4,4,7,4,4,3,3,1
6483,13,3,3,7,7,7,-5,7,-5,-5,-5,-5,-5
6484,10,1,1,3,5,3,5,3,1,1,1,1,1
6485,13,5,5,1,3,1,1,1,1,2,6,1,3
6486,13,5,4,3,3,4,1,4,1,1,1,1,2
6487,12,1,1,4,4,4,4,4,1,1,1,1,1
6488,10,1,1,1,1,3,1,1,1,1,1,1,1
6489,13,5,3,1,1,1,1,1,1,1,1,1,1
6490,10,7,1,7,1,7,7,-5,7,7,7,7,7
6491,10,1,5,5,5,5,6,1,1,2,1,-5,1
6492,10,1,3,1,1,3,3,1,1,7,-5,-5,-5
6493,10,3,3,3,1,5,3,7,7,7,1,3,3
6494,10,1,1,1,1,1,1,1,1,1,1,1,1
6495,10,1,1,1,1,1,1,1,1,1,1,1,-5
6496,10,1,1,1,1,7,3,3,3,1,7,3,7
6497,10,1,1,1,8,8,1,1,1,1,1,1,1
6498,10,5,8,8,8,8,1,1,1,1,1,1,1
6499,10,1,1,3,1,3,1,1,1,1,1,1,1
6500,10,3,1,3,3,1,1,3,1,3,1,-5,1
6501,10,5,1,1,1,1,1,1,1,1,-5,1,1
6502,12,1,7,1,1,1,1,1,4,4,1,2,2
6503,13,5,3,1,7,-5,3,1,1,1,1,3,2
6504,10,3,3,3,1,1,1,1,1,7,1,1,1
6505,13,3,5,5,1,6,3,7,3,2,1,4,1
6506,10,3,5,3,1,3,7,1,1,1,1,1,1
6507,10,5,3,3,3,5,7,7,1,7,7,7,7
6508,10,1,1,3,1,1,3,1,1,1,1,1,1
6509,9,1,1,1,1,1,1,1,1,1,1,1,1
6510,13,1,4,7,4,4,1,1,1,1,1,1,2
6511,10,1,5,1,1,1,1,1,1,1,1,1,1
6512,12,7,1,1,7,3,1,1,4,1,1,1,1
6513,13,5,1,5,1,1,1,1,2,1,1,-5,-5
6514,10,3,1,1,1,5,5,1,5,-5,-5,1,1
6515,13,5,5,1,1,5,1,1,1,3,1,2,1
6516,13,3,4,7,7,4,4,3,1,3,1,4,4
6517,10,1,1,3,1,1,5,5,2,5,8,1,1
6518,10,1,5,2,1,1,1,-5,1,1,1,1,1
6519,12,1,1,1,1,1,1,4,1,1,1,1,1
6520,12,3,7,5,7,4,4,4,4,4,4,1,4
6521,12,1,4,1,7,1,1,1,4,4,1,4,1
6522,12,4,4,4,3,4,3,4,4,4,1,1,1
6523,12,4,4,4,4,4,4,4,4,4,4,4,4
6524,12,5,5,1,5,1,1,1,1,1,1,1,2
6525,12,4,4,1,4,4,3,4,4,3,1,1,1
6526,12,5,5,1,7,7,4,4,3,7,4,1,2
6527,9,1,1,5,1,1,3,3,1,3,1,1,1
6528,9,3,3,7,3,3,3,1,1,1,1,2,7
6529,12,7,1,1,1,1,1,1,1,1,2,6,1
6530,9,5,5,3,3,1,1,1,1,1,1,1,-5
6531,9,5,5,1,3,1,2,1,1,1,1,3,1
6532,12,1,3,4,4,4,3,3,1,7,4,4,1
6533,12,7,4,7,4,4,4,4,4,4,4,1,4
6534,12,5,7,5,5,4,1,1,1,1,1,1,1
6535,9,1,3,3,3,3,3,3,3,-5,1,7,1
6536,12,4,4,4,7,1,1,7,1,3,1,1,3
6537,9,3,1,7,3,1,1,1,1,1,1,1,1
6538,12,5,4,4,4,4,4,4,4,3,4,4,1
6539,12,5,5,1,1,1,1,1,1,1,1,1,1
6540,12,5,5,1,1,1,1,1,2,1,1,2,1
6541,12,5,7,1,1,7,7,1,1,4,4,1,4
6542,9,1,5,1,1,1,1,1,1,1,1,1,1
6543,12,5,5,5,1,1,1,1,1,1,1,1,1
6544,9,5,1,5,1,1,1,1,1,1,1,1,1
6545,12,7,7,5,6,3,1,1,1,1,1,1,3
6546,9,5,5,1,1,1,1,1,1,1,1,1,1
6547,9,5,1,1,1,3,1,1,1,1,1,1,2
6548,12,4,1,4,3,1,1,1,1,1,1,1,1
6549,12,3,1,1,3,1,1,1,-5,-5,3,4,1
6550,9,1,3,1,1,1,1,1,5,5,1,1,1
6551,9,1,-5,-5,-5,-5,-5,-5,1,1,1,1,1
6552,12,1,3,3,7,7,4,4,1,6,4,4,4
6553,9,5,3,1,1,2,2,2,2,1,1,1,1
6554,12,1,1,1,1,1,1,1,1,1,1,1,1
6555,13,5,5,5,5,5,4,1,1,1,2,1,1
6556,12,1,1,1,2,1,1,1,5,1,1,1,2
6557,9,5,5,1,1,1,3,1,1,1,1,1,1
6558,9,5,1,1,1,1,1,1,1,1,1,1,1
6559,9,3,1,1,1,1,1,1,1,1,1,1,1
6560,9,3,5,1,1,1,1,1,1,1,1,1,1
6561,9,5,1,1,1,2,1,1,1,1,1,1,1
6562,9,5,7,5,1,1,1,1,1,1,1,1,1
6563,12,2,1,1,1,1,1,1,1,1,3,4,4
6564,12,1,1,1,1,1,1,1,1,1,1,1,1
6565,12,5,1,1,1,1,1,1,5,1,1,2,1
6566,12,5,1,1,1,1,2,1,1,1,1,1,1
6567,12,1,1,1,1,1,1,1,1,1,4,2,2
6568,12,5,1,1,1,1,2,1,2,1,1,2,2
6569,9,5,5,5,1,1,1,1,1,1,1,1,1
6570,9,1,7,1,1,1,1,1,1,1,1,1,1
6571,12,5,1,1,1,1,1,1,1,1,1,1,1
6572,12,2,1,3,1,4,4,4,4,1,4,4,4
6573,9,5,5,1,1,1,1,1,1,1,1,1,1
6574,10,1,1,1,1,1,1,1,1,1,2,1,1
6575,13,1,1,1,1,1,-5,-5,-5,-5,1,-5,-5
6576,10,5,5,5,8,8,8,8,8,8,8,-5,8
6577,9,1,1,3,1,3,2,1,1,1,1,1,1
6578,12,7,3,4,7,4,4,4,4,1,4,4,4
6579,12,5,5,5,7,4,4,5,7,1,1,1,1
6580,12,5,5,4,1,4,4,4,4,4,3,4,3
6581,9,5,3,1,2,1,2,1,1,1,1,2,1
6582,9,5,5,4,7,5,3,5,1,3,1,1,1
6583,9,2,1,1,2,3,3,1,1,1,2,2,1
6584,9,5,5,3,3,1,3,1,3,1,1,1,1
6585,9,1,1,1,3,1,1,1,1,1,1,1,1
6586,12,1,3,1,4,3,3,4,3,1,1,1,1
6587,13,4,4,7,4,4,4,7,4,3,3,3,3
6588,9,3,1,1,1,1,1,2,3,1,1,1,2
6589,9,1,1,1,3,1,1,1,1,1,1,1,1
6590,12,7,3,3,7,1,3,4,7,7,3,1,3
6591,12,1,4,1,3,4,4,4,3,3,4,4,3
6592,12,5,3,4,1,7,4,4,4,4,3,6,4
6593,10,3,1,1,1,1,1,3,8,8,8,1,1
6594,10,3,5,3,8,8,8,8,3,1,1,1,3
6595,11,3,1,1,1,1,3,8,-5,8,8,8,8
6596,10,5,1,1,3,1,1,-5,-5,-5,-5,-5,-5
6597,10,1,1,3,1,1,8,8,8,8,1,1,1
6598,10,5,1,3,-5,3,3,4,6,3,3,7,7
6599,13,5,5,5,4,1,3,3,3,3,4,3,3
6600,10,7,3,1,3,3,7,3,3,-5,1,7,6
6601,10,1,1,1,1,1,7,3,2,3,1,1,1
6602,13,5,3,3,3,3,3,3,5,4,4,1,1
6603,10,5,5,3,3,7,8,8,-5,-5,8,8,8
6604,13,1,4,1,7,1,3,3,1,1,1,1,1
6605,13,5,1,3,3,1,1,1,4,3,1,1,1
6606,13,7,3,7,4,5,5,5,4,4,4,3,4
6607,9,5,1,3,1,2,3,1,5,7,2,1,1
6608,9,5,1,1,3,1,1,1,1,1,1,-5,-5
6609,12,1,1,1,1,1,1,1,1,1,1,1,1
6610,12,1,1,3,1,1,2,1,1,1,1,1,1
6611,12,5,5,4,4,1,1,1,1,1,1,1,1
6612,12,5,3,5,1,4,4,4,4,1,1,1,1
6613,12,1,1,1,5,1,1,2,5,1,1,1,1
6614,12,1,1,5,5,1,1,1,1,1,1,1,1
6615,12,4,7,4,4,1,1,1,1,1,1,1,1
6616,12,5,5,1,1,1,1,1,1,1,1,1,2
6617,10,5,3,3,5,8,1,3,7,3,1,3,1
6618,12,4,4,4,4,4,7,-5,3,4,4,4,4
6619,12,5,5,1,5,5,1,1,5,1,1,1,4
6620,9,5,3,3,3,1,1,1,1,1,1,1,1
6621,12,5,3,3,3,7,1,-5,3,-5,1,1,1
6622,12,1,1,1,1,1,4,4,4,4,4,1,1
6623,9,3,5,1,8,8,-5,8,8,8,8,8,8
6624,9,5,5,3,3,1,3,1,1,7,3,1,1
6625,9,1,5,5,7,7,7,3,7,4,1,7,7
6626,9,5,5,5,5,1,1,1,1,1,1,1,1
6627,12,3,1,1,1,1,1,1,1,1,1,1,4
6628,12,4,4,4,4,4,4,1,4,4,2,4,1
6629,12,3,1,4,1,1,1,1,4,4,1,4,1
6630,12,1,5,3,1,4,-5,3,1,4,4,1,1
6631,12,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5
6632,9,1,5,7,5,5,-5,-5,-5,-5,-5,-5,-5
6633,9,3,3,1,1,1,1,1,1,1,1,1,2
6634,9,1,1,1,1,3,1,1,2,1,1,1,1
6635,9,5,5,1,1,1,1,1,1,1,1,1,1
6636,12,1,1,1,4,-5,-5,-5,-5,-5,7,4,-5
6637,12,5,5,3,4,3,1,4,4,2,4,4,1
6638,12,4,4,7,4,4,4,4,5,1,1,4,1
6639,12,3,1,1,1,3,1,1,6,4,4,4,4
6640,9,1,7,7,1,1,1,1,1,1,1,1,3
6641,12,1,4,3,4,4,1,2,5,6,5,1,2
6642,13,4,1,3,1,1,-5,1,1,-5,-5,4,-5
6643,14,4,4,3,4,4,5,5,3,1,1,5,1
6644,14,1,1,1,1,1,2,1,1,1,1,1,1
6645,13,1,1,3,1,1,1,1,1,1,2,2,1
6646,13,1,3,1,5,3,5,1,3,1,1,1,1
6647,13,1,5,5,5,1,1,1,1,1,1,1,2
6648,10,1,1,1,1,1,2,1,1,1,1,1,1
6649,11,1,1,3,1,3,1,1,1,1,1,1,1
6650,10,5,5,5,5,1,3,7,3,1,1,1,1
6651,14,3,1,3,3,5,1,4,5,4,1,1,2
6652,14,3,1,1,5,1,1,7,1,1,1,1,1
6653,11,1,7,1,-5,1,-5,1,1,1,1,1,-5
6654,14,1,4,4,4,1,1,-5,-5,-5,-5,-5,-5
6655,14,1,1,1,1,1,1,1,3,1,3,1,1
6656,11,1,1,1,5,5,5,1,1,1,1,1,1
6657,11,7,7,5,-5,-5,-5,7,7,-5,7,-5,7
6658,14,4,3,3,-5,4,4,4,4,4,4,7,3
6659,14,3,4,-5,4,3,1,1,1,1,-5,1,1
6660,11,3,3,-5,1,1,3,1,1,2,1,1,1
6661,11,5,3,8,8,8,3,1,1,-5,1,1,1
6662,14,3,3,1,3,1,1,1,1,1,1,1,1
6663,14,5,1,1,5,1,1,1,1,1,1,4,1
6664,12,3,-5,3,3,1,4,-5,-5,-5,-5,-5,-5
6665,13,1,1,1,1,1,1,-5,-5,1,1,1,-5
6666,13,3,3,1,3,3,3,5,1,3,1,1,7
6667,13,3,3,1,3,1,7,7,3,4,5,4,3
6668,13,3,3,1,8,1,1,1,2,7,3,1,-5
6669,13,3,5,3,1,4,3,4,1,7,1,4,4
6670,10,3,5,1,5,1,3,3,1,-5,1,1,2
6671,13,3,7,3,4,4,4,1,1,7,-5,1,4
6672,13,3,3,4,4,4,4,4,4,-5,-5,-5,-5
6673,11,8,8,8,8,8,8,8,8,8,8,8,8
6674,14,5,3,5,7,4,4,7,4,4,7,4,4
6675,14,5,5,1,3,4,4,4,4,7,4,4,4
6676,14,4,4,1,4,4,4,4,1,1,4,4,4
6677,10,1,5,1,1,8,8,8,8,1,1,3,1
6678,10,1,2,6,3,7,7,3,5,7,7,1,7
6679,11,3,1,8,8,8,5,1,1,-5,1,1,1
6680,11,1,1,1,1,3,1,1,1,1,1,1,2
6681,11,1,2,-5,1,1,1,1,1,1,3,1,1
6682,11,3,7,3,5,7,1,7,7,4,7,7,7
6683,13,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-5
6684,13,3,7,-5,3,4,3,1,4,1,3,1,4
6685,12,4,1,4,4,1,1,1,1,1,1,1,2
6686,12,3,3,3,3,5,3,3,1,1,1,1,1
6687,9,3,-5,3,1,3,1,3,1,1,7,1,2
6688,12,1,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5
6689,9,1,1,1,1,1,1,1,1,1,-5,1,1
6690,9,1,1,1,1,3,-5,3,1,-5,-5,-5,7
6691,9,5,1,3,7,1,-5,-5,-5,-5,-5,-5,-5
6692,12,1,3,1,3,5,-5,-5,-5,-5,-5,1,-5
6693,14,7,5,5,1,1,1,1,1,1,1,1,1
6694,14,3,-5,-5,-5,1,3,-5,-5,-5,3,4,3
6695,12,1,4,1,1,1,3,-5,-5,-5,-5,2,1
6696,9,2,1,1,1,1,1,-5,1,-5,-5,1,-5
6697,10,1,3,-5,-5,-5,-5,-5,-5,-5,1,1,1
6698,10,3,3,1,3,5,1,5,-5,1,4,1,3
6699,12,1,1,1,1,2,1,1,1,1,1,2,2
6700,9,1,1,3,5,5,1,1,1,1,1,1,1
6701,9,1,1,1,3,1,3,3,7,1,1,1,1
6702,10,1,1,5,-5,5,-5,-5,-5,-5,-5,-5,-5
6703,13,1,5,5,5,1,1,1,1,1,1,1,-5
6704,14,4,7,7,4,4,4,4,4,4,3,4,4
6705,11,1,-5,1,1,-5,1,1,1,1,1,1,1
6706,11,1,-5,1,1,1,-5,-5,1,-5,1,1,1
6707,13,1,1,1,1,1,1,1,1,1,1,1,-5
6708,13,5,5,5,1,1,1,1,1,1,1,5,1
6709,13,3,5,3,7,1,2,1,1,1,1,1,5
6710,10,1,1,3,1,3,1,1,1,1,1,1,1
6711,14,5,5,1,4,3,1,1,1,4,7,4,4
6712,14,5,1,1,-5,-5,7,1,1,3,1,1,4
6713,11,5,1,5,-5,-5,1,1,-5,-5,-5,-5,-5
6714,12,6,-5,1,1,4,4,1,1,1,1,4,5
6715,14,5,5,5,-5,3,-5,-5,-5,-5,-5,-5,-5
6716,10,3,-5,1,-5,1,7,3,5,7,3,7,3
6717,10,3,1,1,1,1,1,1,3,3,1,1,-5
6718,13,5,5,5,2,5,5,3,3,3,1,7,3
6719,10,5,3,3,3,3,5,7,7,1,1,7,6
6720,13,7,3,3,3,1,1,1,1,1,1,1,1
6721,10,5,2,1,5,1,7,1,1,1,1,1,3
6722,13,1,1,3,3,3,4,1,1,1,1,2,1
6723,10,5,-5,3,1,-5,-5,-5,-5,-5,-5,-5,-5
6724,10,5,1,3,7,5,7,7,7,7,1,1,1
6725,14,5,5,1,5,5,4,3,5,3,4,4,4
6726,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6727,14,3,1,1,1,1,1,1,1,1,1,1,2
6728,10,5,1,7,3,3,1,7,1,-5,-5,1,1
6729,10,5,3,5,3,3,1,1,1,3,1,1,1
6730,13,5,5,3,7,7,7,7,5,5,7,3,1
6731,13,5,5,5,5,5,7,3,1,1,-5,1,2
6732,10,5,5,1,1,1,1,1,4,1,1,1,1
6733,10,1,1,1,1,7,1,1,1,1,1,1,-5
6734,13,3,5,-5,-5,1,1,1,1,4,1,4,-5
6735,10,5,5,5,5,5,5,1,1,1,1,1,1
6736,10,1,5,5,5,3,5,7,5,5,5,7,7
6737,14,1,1,1,1,1,1,1,1,1,1,1,1
6738,14,5,5,5,3,1,1,1,1,1,1,2,1
6739,11,5,3,1,1,3,1,1,1,1,1,1,1
6740,14,4,4,4,4,4,3,7,1,3,4,4,4
6741,14,3,7,3,7,3,7,7,7,3,6,7,6
6742,14,3,1,3,7,7,5,4,4,4,4,4,4
6743,11,5,5,1,3,1,1,1,1,-5,1,-5,-5
6744,14,3,3,4,4,4,4,4,4,-5,4,1,7
6745,14,5,5,5,5,5,5,1,1,1,1,2,1
6746,10,1,1,7,5,7,3,1,1,3,5,3,1
6747,13,3,5,-5,5,-5,4,3,-5,-5,-5,-5,-5
6748,10,3,-5,-5,3,1,3,1,7,-5,-5,-5,-5
6749,13,4,-5,-5,-5,5,-5,3,-5,-5,-5,1,5
6750,13,3,3,1,1,1,1,3,1,1,1,-5,-5
6751,10,1,5,1,5,5,3,3,1,1,1,1,1
6752,13,3,7,7,3,5,1,1,1,6,4,4,4
6753,13,1,-5,1,1,1,1,2,1,-5,1,-5,-5
6754,13,5,5,1,5,8,8,8,8,8,8,8,8
6755,13,1,1,7,5,1,4,5,4,1,1,4,1
6756,13,1,3,4,1,3,7,5,1,1,1,1,1
6757,13,7,1,2,3,5,3,1,1,1,1,3,1
6758,13,4,4,4,1,1,1,1,-5,-5,-5,1,1
6759,10,3,-5,1,1,2,1,1,1,1,1,4,1
6760,10,5,5,5,5,1,1,1,1,1,1,1,1
6761,13,1,3,3,7,3,3,3,3,7,4,4,4
6762,10,5,5,7,3,1,1,1,1,1,1,1,1
6763,14,1,1,1,1,1,1,1,1,1,1,1,1
6764,11,5,1,1,1,3,1,1,1,1,1,1,1
6765,14,5,5,4,7,4,5,1,1,1,1,1,1
6766,12,1,1,1,1,1,1,3,1,3,-5,3,-5
6767,12,1,1,7,1,1,1,2,1,1,2,1,2
6768,11,5,1,3,1,1,1,1,1,1,1,1,7
6769,10,1,1,1,1,1,3,1,1,2,1,1,1
6770,10,1,1,2,1,1,1,1,1,1,1,1,1
6771,10,7,3,1,1,3,3,1,7,3,6,3,6
6772,14,4,4,4,4,4,7,1,1,1,1,1,1
6773,14,4,4,4,4,7,4,4,4,1,4,4,4
6774,14,5,2,1,3,1,2,3,7,4,4,4,4
6775,11,5,5,1,7,3,1,1,1,7,7,1,1
6776,11,5,1,1,5,5,1,1,1,1,1,1,1
6777,14,2,1,1,1,1,1,-5,-5,-5,-5,-5,-5
6778,11,5,3,5,3,3,1,1,1,4,-5,-5,-5
6779,10,5,7,3,5,7,3,1,1,1,1,1,1
6780,14,5,-5,1,3,3,4,1,-5,7,4,1,4
6781,10,3,-5,-5,8,8,8,1,1,3,3,-5,-5
6782,9,5,1,1,1,1,1,1,1,-5,-5,-5,-5
6783,14,5,5,1,4,1,1,1,1,4,4,3,4
6784,11,5,1,5,1,7,8,8,1,8,8,8,-5
6785,11,5,7,-5,-5,-5,3,1,1,1,1,1,1
6786,11,1,1,3,-5,-5,1,3,1,1,4,1,3
6787,14,7,4,1,4,4,3,4,4,4,4,4,4
6788,14,7,-5,3,-5,4,4,4,4,-5,-5,-5,-5
6789,11,1,5,1,1,-5,3,1,-5,1,1,1,6
6790,11,5,3,3,5,5,7,7,3,1,1,1,1
6791,11,5,3,1,1,1,1,1,-5,-5,-5,1,-5
6792,11,5,3,2,1,8,8,8,8,8,8,8,1
6793,14,3,1,7,7,4,4,4,4,4,-5,1,6
6794,11,3,7,3,5,3,7,5,7,1,1,-5,-5
6795,11,1,1,1,1,2,1,1,1,1,1,1,1
6796,11,5,8,8,8,8,-5,8,8,8,8,7,1
6797,14,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6798,14,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6799,10,5,1,1,1,1,1,1,1,1,1,-5,6
6800,11,1,8,8,8,1,1,1,1,1,1,1,1
6801,11,1,3,8,8,3,1,5,1,-5,1,1,1
6802,10,1,3,5,5,5,3,1,3,1,1,1,1
6803,11,1,1,1,1,1,1,1,1,1,1,1,2
6804,13,4,4,4,4,4,4,4,4,4,5,5,4
6805,11,5,5,3,3,2,3,3,1,1,1,1,1
6806,11,3,1,1,1,3,1,3,3,1,7,1,1
6807,14,5,5,5,1,1,4,4,4,4,4,4,4
6808,11,5,5,7,8,8,8,8,3,3,1,1,1
6809,11,5,1,1,-5,3,3,1,1,1,-5,1,1
6810,14,5,4,4,-5,4,4,7,4,4,-5,5,3
6811,11,5,3,5,3,3,5,8,8,8,8,8,8
6812,14,1,5,3,1,1,1,1,1,1,1,1,1
6813,10,3,1,1,1,1,1,1,1,1,1,1,1
6814,13,5,5,1,5,5,6,5,6,4,3,-5,-5
6815,11,5,5,5,1,3,7,3,1,1,1,1,1
6816,14,1,1,1,1,1,1,1,1,2,1,1,1
6817,14,5,7,1,1,7,1,1,1,1,1,1,1
6818,14,5,5,5,1,3,1,1,1,1,1,1,1
6819,10,3,3,5,5,7,3,1,3,2,3,1,1
6820,14,5,1,5,5,4,4,1,1,1,1,1,1
6821,9,5,5,5,3,1,1,1,1,1,1,1,1
6822,12,1,1,1,1,1,1,1,1,1,1,1,1
6823,14,5,5,5,7,4,3,3,1,1,1,1,1
6824,11,1,1,1,1,1,1,1,1,1,1,1,1
6825,14,4,-5,4,7,4,4,4,4,4,4,4,4
6826,14,5,3,1,1,1,5,1,1,3,5,1,1
6827,9,1,5,5,1,1,1,1,1,1,1,1,1
6828,14,4,-5,1,2,4,1,5,5,1,1,1,1
6829,14,7,1,1,1,1,1,1,1,1,1,1,1
6830,12,1,3,1,7,1,1,1,1,1,1,1,1
6831,12,5,7,1,5,1,1,1,1,1,1,1,1
6832,14,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5
6833,10,1,-5,1,1,1,-5,1,1,1,-5,1,1
6834,10,1,1,3,3,3,1,1,1,1,7,3,7
6835,14,5,5,5,5,1,1,2,1,1,1,1,2
6836,11,1,1,1,1,1,1,1,1,1,1,1,1
6837,10,1,3,1,3,1,1,-5,-5,-5,-5,1,1
6838,10,1,3,1,3,1,1,1,1,1,1,1,1
6839,13,1,1,1,3,1,1,1,1,1,1,4,1
6840,10,1,5,5,5,5,8,8,5,3,1,1,3
6841,10,5,5,3,3,-5,1,1,1,-5,-5,-5,-5
6842,13,7,-5,5,1,5,5,-5,-5,1,7,1,1
6843,10,5,5,2,3,3,1,-5,1,1,1,1,1
6844,10,5,5,2,5,5,5,3,1,7,3,1,1
6845,13,1,1,1,1,1,1,1,1,2,1,1,1
6846,10,7,3,3,7,4,7,6,3,4,6,6,6
6847,13,7,5,4,4,4,1,3,4,4,1,4,3
6848,14,5,1,1,5,5,1,1,5,5,1,1,7
6849,10,1,1,1,1,3,7,5,5,3,1,1,1
6850,10,3,1,3,5,1,5,1,1,1,1,1,1
6851,10,3,7,7,3,7,7,7,1,7,7,1,7
6852,13,3,5,1,7,7,7,1,1,2,1,1,1
6853,10,5,3,5,7,3,1,7,1,1,1,2,2
6854,13,3,1,1,7,4,1,3,1,1,3,1,1
6855,13,1,5,5,1,3,1,1,1,1,1,2,1
6856,14,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,4
6857,11,5,5,5,3,1,3,2,1,1,1,2,1
6858,13,7,4,4,4,4,4,7,4,4,1,4,1
6859,10,3,1,5,3,1,1,1,1,1,1,-5,5
6860,10,3,5,3,7,-5,1,8,8,3,1,1,1
6861,10,5,1,1,1,1,1,3,1,7,-5,1,1
6862,13,1,4,1,1,1,1,2,4,4,4,4,4
6863,10,5,8,8,8,3,3,1,3,1,1,7,1
6864,10,8,8,8,3,1,3,1,1,1,-5,-5,-5
6865,10,3,-5,3,-5,-5,1,1,7,7,1,-5,3
6866,13,7,-5,4,-5,-5,4,1,7,3,7,4,6
6867,10,5,8,8,-5,7,1,3,7,7,1,7,1
6868,10,5,3,3,3,1,1,1,1,1,1,1,1
6869,13,1,1,1,3,1,1,7,3,-5,1,-5,-5
6870,13,5,1,3,5,5,5,1,-5,-5,-5,-5,-5
6871,10,5,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5
6872,10,1,1,1,1,1,1,1,1,1,1,1,1
6873,10,1,1,8,8,1,1,-5,-5,-5,-5,1,1
6874,12,1,1,1,-5,1,1,1,2,1,1,1,1
6875,14,5,3,5,5,3,7,6,3,5,1,1,2
6876,13,5,5,5,5,2,1,8,8,4,5,4,1
6877,14,1,1,1,1,1,1,1,-5,-5,1,1,1
6878,10,3,8,8,8,1,1,1,1,1,1,1,2
6879,13,1,3,3,5,1,1,1,1,1,1,1,1
6880,14,5,1,7,4,1,-5,-5,2,1,-5,-5,-5
6881,13,3,7,1,1,1,1,1,1,1,1,1,1
6882,10,1,-5,-5,-5,7,1,1,7,7,1,1,1
6883,10,1,1,1,1,8,8,8,8,8,8,1,1
6884,11,3,1,1,1,3,1,1,1,1,1,1,1
6885,14,5,5,5,1,3,4,3,4,4,1,1,1
6886,11,1,1,1,1,1,1,1,1,1,-5,1,-5
6887,14,5,5,1,1,1,1,1,1,7,2,1,1
6888,11,1,1,1,1,1,1,1,1,1,1,1,1
6889,11,1,-5,7,5,5,4,3,1,7,1,7,6
6890,14,7,2,1,4,1,1,1,1,1,4,2,1
6891,14,1,1,5,4,1,1,1,1,1,1,2,1
6892,11,1,3,1,1,1,1,2,1,1,1,1,1
6893,14,1,1,3,1,1,1,1,1,1,1,1,1
6894,10,5,1,1,5,1,8,8,8,8,-5,8,8
6895,13,5,1,1,3,3,1,1,1,1,1,1,1
6896,10,5,5,1,1,1,1,1,1,1,1,1,1
6897,10,5,3,3,3,1,1,1,1,1,1,1,1
6898,10,5,1,3,3,3,1,1,3,1,1,1,1
6899,10,1,1,1,1,3,1,1,1,1,1,1,1
6900,10,5,3,5,7,5,3,5,3,1,4,4,-5
6901,13,7,1,5,4,2,1,1,1,1,1,1,4
6902,10,5,3,1,1,1,1,1,1,1,1,1,3
6903,10,1,1,3,1,1,1,1,1,1,1,1,1
6904,10,1,1,3,1,1,1,1,1,7,1,1,1
6905,13,1,1,7,1,1,5,1,1,2,1,1,1
6906,10,1,1,3,1,1,1,1,1,1,1,1,1
6907,10,1,1,1,1,1,1,1,-5,1,1,1,1
6908,10,1,1,1,1,3,3,1,1,3,1,1,1
6909,10,5,1,1,7,2,1,1,1,7,1,3,3
6910,11,3,3,5,8,8,8,8,1,1,1,1,1
6911,11,3,3,3,3,3,3,1,1,1,1,8,8
6912,10,1,5,5,1,1,1,1,1,1,1,1,2
6913,13,1,1,1,1,1,1,1,1,1,1,1,1
